ds_name,method,noise_type,noise_level,random_state,accuracy_final,accuracy_max,auroc,fpr,fpr_50,fpr_10
satelite,cleanlab,asymmetric,0.1,46,0.8993006993006993,0.9006993006993007,0.9499553221195398,0.898989898989899,0.14698162729658792,0.07142857142857142
sensorless_drive,aum,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.9995770495529119,0.010311111111111111,0.0,0.0
sensorless_drive,naive,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.9974159831252852,0.01835985312117503,0.01835985312117503,0.01835985312117503
sensorless_drive,positive,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.9994351833706866,0.015213161153369893,0.0020435967302452314,0.0
sensorless_drive,entropy,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.6584673778440088,0.878933518909162,0.8469334447811097,0.8288551401869159
sensorless_drive,cross_val,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.9989032816144681,0.018511988716502115,0.015787705744037622,0.03776683087027915
sensorless_drive,normalized_margins,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.9994903753410522,0.010311111111111111,0.004417261297995243,0.0050933786078098476
sensorless_drive,cleanlab,asymmetric,0.1,46,0.9921208702934591,0.9921721444564084,0.9894227220687564,0.008195261001247105,0.004417261297995243,0.0050933786078098476
cardiotocography,aum,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.9820130183712752,0.3792134831460674,0.040983606557377046,0.04
cardiotocography,naive,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.9623392258354135,0.3850415512465374,0.19066147859922178,0.19066147859922178
cardiotocography,positive,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.982076500502189,0.3878116343490305,0.056451612903225805,0.14285714285714285
cardiotocography,entropy,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.647269474844072,0.8696165191740413,0.845442536327609,0.7983193277310925
cardiotocography,cross_val,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.9758019720270525,0.34615384615384615,0.13333333333333333,0.25
cardiotocography,normalized_margins,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.9774706451824998,0.34615384615384615,0.07874015748031496,0.1111111111111111
cardiotocography,cleanlab,asymmetric,0.1,46,0.9388523047977423,0.9388523047977423,0.934507979477134,0.8904045155221072,0.07874015748031496,0.1111111111111111
