ds_name,method,noise_type,noise_level,random_state,percentile,accuracy
digits,aum,uniform,0.0,42,0.0,0.9649415692821368
digits,aum,uniform,0.0,42,0.0025,0.9571508069003896
digits,aum,uniform,0.0,42,0.005,0.9643850862548692
digits,aum,uniform,0.0,42,0.0075,0.9616026711185308
digits,aum,uniform,0.0,42,0.01,0.9616026711185308
digits,aum,uniform,0.0,42,0.0125,0.9593767390094602
digits,aum,uniform,0.0,42,0.015,0.9571508069003896
digits,aum,uniform,0.0,42,0.0175,0.9604897050639956
digits,aum,uniform,0.0,42,0.02,0.9604897050639956
digits,aum,uniform,0.0,42,0.0225,0.9560378408458542
digits,aum,uniform,0.0,42,0.025,0.9577072899276572
digits,aum,uniform,0.0,42,0.0275,0.9554813578185866
digits,aum,uniform,0.0,42,0.03,0.9538119087367836
digits,aum,uniform,0.0,42,0.0325,0.9510294936004452
digits,aum,uniform,0.0,42,0.035,0.9593767390094602
digits,aum,uniform,0.0,42,0.0375,0.9565943238731218
digits,aum,uniform,0.0,42,0.04,0.9582637729549248
digits,aum,uniform,0.0,42,0.0425,0.9554813578185866
digits,aum,uniform,0.0,42,0.045,0.9543683917640512
digits,aum,uniform,0.0,42,0.0475,0.9526989426822482
digits,aum,uniform,0.0,42,0.05,0.9538119087367836
digits,cross_val,uniform,0.0,42,0.0,0.9649415692821368
digits,cross_val,uniform,0.0,42,0.0025,0.9610461880912632
digits,cross_val,uniform,0.0,42,0.005,0.9560378408458542
digits,cross_val,uniform,0.0,42,0.0075,0.9577072899276572
digits,cross_val,uniform,0.0,42,0.01,0.9654980523094046
digits,cross_val,uniform,0.0,42,0.0125,0.963272120200334
digits,cross_val,uniform,0.0,42,0.015,0.9593767390094602
digits,cross_val,uniform,0.0,42,0.0175,0.959933222036728
digits,cross_val,uniform,0.0,42,0.02,0.9560378408458542
digits,cross_val,uniform,0.0,42,0.0225,0.9582637729549248
digits,cross_val,uniform,0.0,42,0.025,0.9588202559821926
digits,cross_val,uniform,0.0,42,0.0275,0.9538119087367836
digits,cross_val,uniform,0.0,42,0.03,0.9627156371730662
digits,cross_val,uniform,0.0,42,0.0325,0.9593767390094602
digits,cross_val,uniform,0.0,42,0.035,0.9565943238731218
digits,cross_val,uniform,0.0,42,0.0375,0.9510294936004452
digits,cross_val,uniform,0.0,42,0.04,0.9526989426822482
digits,cross_val,uniform,0.0,42,0.0425,0.9515859766277128
digits,cross_val,uniform,0.0,42,0.045,0.9521424596549806
digits,cross_val,uniform,0.0,42,0.0475,0.9482470784641068
digits,cross_val,uniform,0.0,42,0.05,0.9582637729549248
digits,random,uniform,0.0,42,0.0,0.9649415692821368
digits,random,uniform,0.0,42,0.0025,0.96661101836394
digits,random,uniform,0.0,42,0.005,0.9627156371730662
digits,random,uniform,0.0,42,0.0075,0.9593767390094602
digits,random,uniform,0.0,42,0.01,0.9571508069003896
digits,random,uniform,0.0,42,0.0125,0.96661101836394
digits,random,uniform,0.0,42,0.015,0.9643850862548692
digits,random,uniform,0.0,42,0.0175,0.96661101836394
digits,random,uniform,0.0,42,0.02,0.959933222036728
digits,random,uniform,0.0,42,0.0225,0.9638286032276016
digits,random,uniform,0.0,42,0.025,0.963272120200334
digits,random,uniform,0.0,42,0.0275,0.9638286032276016
digits,random,uniform,0.0,42,0.03,0.9638286032276016
digits,random,uniform,0.0,42,0.0325,0.9593767390094602
digits,random,uniform,0.0,42,0.035,0.9627156371730662
digits,random,uniform,0.0,42,0.0375,0.9621591541457986
digits,random,uniform,0.0,42,0.04,0.9593767390094602
digits,random,uniform,0.0,42,0.0425,0.9604897050639956
digits,random,uniform,0.0,42,0.045,0.9577072899276572
digits,random,uniform,0.0,42,0.0475,0.9593767390094602
digits,random,uniform,0.0,42,0.05,0.9604897050639956
spirals,aum,uniform,0.0,42,0.0,0.9933333333333332
spirals,aum,uniform,0.0,42,0.0025,0.9953333333333332
spirals,aum,uniform,0.0,42,0.005,0.9913333333333332
spirals,aum,uniform,0.0,42,0.0075,0.988
spirals,aum,uniform,0.0,42,0.01,0.9853333333333332
spirals,aum,uniform,0.0,42,0.0125,0.988
spirals,aum,uniform,0.0,42,0.015,0.9886666666666668
spirals,aum,uniform,0.0,42,0.0175,0.9846666666666668
spirals,aum,uniform,0.0,42,0.02,0.9906666666666668
spirals,aum,uniform,0.0,42,0.0225,0.982
spirals,aum,uniform,0.0,42,0.025,0.9886666666666668
spirals,aum,uniform,0.0,42,0.0275,0.9846666666666668
spirals,aum,uniform,0.0,42,0.03,0.9866666666666668
spirals,aum,uniform,0.0,42,0.0325,0.986
spirals,aum,uniform,0.0,42,0.035,0.9833333333333332
spirals,aum,uniform,0.0,42,0.0375,0.9786666666666668
spirals,aum,uniform,0.0,42,0.04,0.9686666666666668
spirals,aum,uniform,0.0,42,0.0425,0.974
spirals,aum,uniform,0.0,42,0.045,0.9786666666666668
spirals,aum,uniform,0.0,42,0.0475,0.9733333333333334
spirals,aum,uniform,0.0,42,0.05,0.976
spirals,cross_val,uniform,0.0,42,0.0,0.9933333333333332
spirals,cross_val,uniform,0.0,42,0.0025,0.9946666666666668
spirals,cross_val,uniform,0.0,42,0.005,0.9906666666666668
spirals,cross_val,uniform,0.0,42,0.0075,0.9873333333333332
spirals,cross_val,uniform,0.0,42,0.01,0.9873333333333332
spirals,cross_val,uniform,0.0,42,0.0125,0.9906666666666668
spirals,cross_val,uniform,0.0,42,0.015,0.9893333333333332
spirals,cross_val,uniform,0.0,42,0.0175,0.9853333333333332
spirals,cross_val,uniform,0.0,42,0.02,0.9873333333333332
spirals,cross_val,uniform,0.0,42,0.0225,0.9853333333333332
spirals,cross_val,uniform,0.0,42,0.025,0.9893333333333332
spirals,cross_val,uniform,0.0,42,0.0275,0.9853333333333332
spirals,cross_val,uniform,0.0,42,0.03,0.9853333333333332
spirals,cross_val,uniform,0.0,42,0.0325,0.9873333333333332
spirals,cross_val,uniform,0.0,42,0.035,0.9906666666666668
spirals,cross_val,uniform,0.0,42,0.0375,0.986
spirals,cross_val,uniform,0.0,42,0.04,0.988
spirals,cross_val,uniform,0.0,42,0.0425,0.982
spirals,cross_val,uniform,0.0,42,0.045,0.9893333333333332
spirals,cross_val,uniform,0.0,42,0.0475,0.9886666666666668
spirals,cross_val,uniform,0.0,42,0.05,0.9833333333333332
spirals,random,uniform,0.0,42,0.0,0.9933333333333332
spirals,random,uniform,0.0,42,0.0025,0.9933333333333332
spirals,random,uniform,0.0,42,0.005,0.992
spirals,random,uniform,0.0,42,0.0075,0.9953333333333332
spirals,random,uniform,0.0,42,0.01,0.9933333333333332
spirals,random,uniform,0.0,42,0.0125,0.9953333333333332
spirals,random,uniform,0.0,42,0.015,0.994
spirals,random,uniform,0.0,42,0.0175,0.9946666666666668
spirals,random,uniform,0.0,42,0.02,0.9886666666666668
spirals,random,uniform,0.0,42,0.0225,0.9926666666666668
spirals,random,uniform,0.0,42,0.025,0.9886666666666668
spirals,random,uniform,0.0,42,0.0275,0.994
spirals,random,uniform,0.0,42,0.03,0.9946666666666668
spirals,random,uniform,0.0,42,0.0325,0.9926666666666668
spirals,random,uniform,0.0,42,0.035,0.9946666666666668
spirals,random,uniform,0.0,42,0.0375,0.994
spirals,random,uniform,0.0,42,0.04,0.994
spirals,random,uniform,0.0,42,0.0425,0.994
spirals,random,uniform,0.0,42,0.045,0.994
spirals,random,uniform,0.0,42,0.0475,0.9953333333333332
spirals,random,uniform,0.0,42,0.05,0.9906666666666668
satelite,aum,uniform,0.0,42,0.0,0.9167055167055168
satelite,aum,uniform,0.0,42,0.0025,0.915928515928516
satelite,aum,uniform,0.0,42,0.005,0.9137529137529138
satelite,aum,uniform,0.0,42,0.0075,0.914996114996115
satelite,aum,uniform,0.0,42,0.01,0.9162393162393162
satelite,aum,uniform,0.0,42,0.0125,0.9182595182595182
satelite,aum,uniform,0.0,42,0.015,0.9174825174825176
satelite,aum,uniform,0.0,42,0.0175,0.9162393162393162
satelite,aum,uniform,0.0,42,0.02,0.916083916083916
satelite,aum,uniform,0.0,42,0.0225,0.917948717948718
satelite,aum,uniform,0.0,42,0.025,0.9154623154623156
satelite,aum,uniform,0.0,42,0.0275,0.9174825174825176
satelite,aum,uniform,0.0,42,0.03,0.915928515928516
satelite,aum,uniform,0.0,42,0.0325,0.9156177156177157
satelite,aum,uniform,0.0,42,0.035,0.9135975135975136
satelite,aum,uniform,0.0,42,0.0375,0.9154623154623156
satelite,aum,uniform,0.0,42,0.04,0.9137529137529138
satelite,aum,uniform,0.0,42,0.0425,0.9114219114219114
satelite,aum,uniform,0.0,42,0.045,0.9121989121989122
satelite,aum,uniform,0.0,42,0.0475,0.9153069153069152
satelite,aum,uniform,0.0,42,0.05,0.9126651126651126
satelite,cross_val,uniform,0.0,42,0.0,0.9167055167055168
satelite,cross_val,uniform,0.0,42,0.0025,0.913908313908314
satelite,cross_val,uniform,0.0,42,0.005,0.9142191142191142
satelite,cross_val,uniform,0.0,42,0.0075,0.917016317016317
satelite,cross_val,uniform,0.0,42,0.01,0.914996114996115
satelite,cross_val,uniform,0.0,42,0.0125,0.9151515151515152
satelite,cross_val,uniform,0.0,42,0.015,0.9157731157731158
satelite,cross_val,uniform,0.0,42,0.0175,0.9163947163947164
satelite,cross_val,uniform,0.0,42,0.02,0.9123543123543124
satelite,cross_val,uniform,0.0,42,0.0225,0.914063714063714
satelite,cross_val,uniform,0.0,42,0.025,0.9125097125097124
satelite,cross_val,uniform,0.0,42,0.0275,0.9142191142191142
satelite,cross_val,uniform,0.0,42,0.03,0.9156177156177157
satelite,cross_val,uniform,0.0,42,0.0325,0.9134421134421136
satelite,cross_val,uniform,0.0,42,0.035,0.9135975135975136
satelite,cross_val,uniform,0.0,42,0.0375,0.9135975135975136
satelite,cross_val,uniform,0.0,42,0.04,0.913908313908314
satelite,cross_val,uniform,0.0,42,0.0425,0.9125097125097124
satelite,cross_val,uniform,0.0,42,0.045,0.9132867132867132
satelite,cross_val,uniform,0.0,42,0.0475,0.9131313131313132
satelite,cross_val,uniform,0.0,42,0.05,0.9123543123543124
satelite,random,uniform,0.0,42,0.0,0.9167055167055168
satelite,random,uniform,0.0,42,0.0025,0.9157731157731158
satelite,random,uniform,0.0,42,0.005,0.9137529137529138
satelite,random,uniform,0.0,42,0.0075,0.914063714063714
satelite,random,uniform,0.0,42,0.01,0.914063714063714
satelite,random,uniform,0.0,42,0.0125,0.9135975135975136
satelite,random,uniform,0.0,42,0.015,0.9146853146853148
satelite,random,uniform,0.0,42,0.0175,0.9123543123543124
satelite,random,uniform,0.0,42,0.02,0.9128205128205128
satelite,random,uniform,0.0,42,0.0225,0.9165501165501164
satelite,random,uniform,0.0,42,0.025,0.9128205128205128
satelite,random,uniform,0.0,42,0.0275,0.9135975135975136
satelite,random,uniform,0.0,42,0.03,0.9165501165501164
satelite,random,uniform,0.0,42,0.0325,0.9143745143745144
satelite,random,uniform,0.0,42,0.035,0.9154623154623156
satelite,random,uniform,0.0,42,0.0375,0.9132867132867132
satelite,random,uniform,0.0,42,0.04,0.9146853146853148
satelite,random,uniform,0.0,42,0.0425,0.9156177156177157
satelite,random,uniform,0.0,42,0.045,0.9146853146853148
satelite,random,uniform,0.0,42,0.0475,0.9146853146853148
satelite,random,uniform,0.0,42,0.05,0.9143745143745144
digits,aum,uniform,0.0,43,0.0,0.9693934335002784
digits,aum,uniform,0.0,43,0.0025,0.9571508069003896
digits,aum,uniform,0.0,43,0.005,0.9643850862548692
digits,aum,uniform,0.0,43,0.0075,0.9616026711185308
digits,aum,uniform,0.0,43,0.01,0.9616026711185308
digits,aum,uniform,0.0,43,0.0125,0.9604897050639956
digits,aum,uniform,0.0,43,0.015,0.959933222036728
digits,aum,uniform,0.0,43,0.0175,0.9610461880912632
digits,aum,uniform,0.0,43,0.02,0.9616026711185308
digits,aum,uniform,0.0,43,0.0225,0.9554813578185866
digits,aum,uniform,0.0,43,0.025,0.9554813578185866
digits,aum,uniform,0.0,43,0.0275,0.9549248747913188
digits,aum,uniform,0.0,43,0.03,0.9560378408458542
digits,aum,uniform,0.0,43,0.0325,0.9515859766277128
digits,aum,uniform,0.0,43,0.035,0.9582637729549248
digits,aum,uniform,0.0,43,0.0375,0.9604897050639956
digits,aum,uniform,0.0,43,0.04,0.9549248747913188
digits,aum,uniform,0.0,43,0.0425,0.9554813578185866
digits,aum,uniform,0.0,43,0.045,0.9571508069003896
digits,aum,uniform,0.0,43,0.0475,0.9504730105731776
digits,aum,uniform,0.0,43,0.05,0.9521424596549806
digits,cross_val,uniform,0.0,43,0.0,0.9693934335002784
digits,cross_val,uniform,0.0,43,0.0025,0.959933222036728
digits,cross_val,uniform,0.0,43,0.005,0.9571508069003896
digits,cross_val,uniform,0.0,43,0.0075,0.9616026711185308
digits,cross_val,uniform,0.0,43,0.01,0.959933222036728
digits,cross_val,uniform,0.0,43,0.0125,0.9571508069003896
digits,cross_val,uniform,0.0,43,0.015,0.9582637729549248
digits,cross_val,uniform,0.0,43,0.0175,0.9616026711185308
digits,cross_val,uniform,0.0,43,0.02,0.9627156371730662
digits,cross_val,uniform,0.0,43,0.0225,0.9610461880912632
digits,cross_val,uniform,0.0,43,0.025,0.9554813578185866
digits,cross_val,uniform,0.0,43,0.0275,0.9532554257095158
digits,cross_val,uniform,0.0,43,0.03,0.9504730105731776
digits,cross_val,uniform,0.0,43,0.0325,0.9538119087367836
digits,cross_val,uniform,0.0,43,0.035,0.9582637729549248
digits,cross_val,uniform,0.0,43,0.0375,0.9571508069003896
digits,cross_val,uniform,0.0,43,0.04,0.9627156371730662
digits,cross_val,uniform,0.0,43,0.0425,0.9582637729549248
digits,cross_val,uniform,0.0,43,0.045,0.9582637729549248
digits,cross_val,uniform,0.0,43,0.0475,0.9577072899276572
digits,cross_val,uniform,0.0,43,0.05,0.9499165275459098
digits,random,uniform,0.0,43,0.0,0.9693934335002784
digits,random,uniform,0.0,43,0.0025,0.9654980523094046
digits,random,uniform,0.0,43,0.005,0.9654980523094046
digits,random,uniform,0.0,43,0.0075,0.9643850862548692
digits,random,uniform,0.0,43,0.01,0.9638286032276016
digits,random,uniform,0.0,43,0.0125,0.959933222036728
digits,random,uniform,0.0,43,0.015,0.9654980523094046
digits,random,uniform,0.0,43,0.0175,0.96661101836394
digits,random,uniform,0.0,43,0.02,0.9710628825820812
digits,random,uniform,0.0,43,0.0225,0.9610461880912632
digits,random,uniform,0.0,43,0.025,0.9654980523094046
digits,random,uniform,0.0,43,0.0275,0.9616026711185308
digits,random,uniform,0.0,43,0.03,0.963272120200334
digits,random,uniform,0.0,43,0.0325,0.9638286032276016
digits,random,uniform,0.0,43,0.035,0.9604897050639956
digits,random,uniform,0.0,43,0.0375,0.9627156371730662
digits,random,uniform,0.0,43,0.04,0.9688369504730104
digits,random,uniform,0.0,43,0.0425,0.969949916527546
digits,random,uniform,0.0,43,0.045,0.9654980523094046
digits,random,uniform,0.0,43,0.0475,0.9627156371730662
digits,random,uniform,0.0,43,0.05,0.9643850862548692
spirals,aum,uniform,0.0,43,0.0,0.992
spirals,aum,uniform,0.0,43,0.0025,0.9973333333333332
spirals,aum,uniform,0.0,43,0.005,0.992
spirals,aum,uniform,0.0,43,0.0075,0.9913333333333332
spirals,aum,uniform,0.0,43,0.01,0.9906666666666668
spirals,aum,uniform,0.0,43,0.0125,0.9846666666666668
spirals,aum,uniform,0.0,43,0.015,0.9866666666666668
spirals,aum,uniform,0.0,43,0.0175,0.9806666666666668
spirals,aum,uniform,0.0,43,0.02,0.9846666666666668
spirals,aum,uniform,0.0,43,0.0225,0.9813333333333332
spirals,aum,uniform,0.0,43,0.025,0.9806666666666668
spirals,aum,uniform,0.0,43,0.0275,0.9806666666666668
spirals,aum,uniform,0.0,43,0.03,0.9766666666666668
spirals,aum,uniform,0.0,43,0.0325,0.9706666666666668
spirals,aum,uniform,0.0,43,0.035,0.9706666666666668
spirals,aum,uniform,0.0,43,0.0375,0.9713333333333334
spirals,aum,uniform,0.0,43,0.04,0.9693333333333334
spirals,aum,uniform,0.0,43,0.0425,0.972
spirals,aum,uniform,0.0,43,0.045,0.974
spirals,aum,uniform,0.0,43,0.0475,0.9726666666666668
spirals,aum,uniform,0.0,43,0.05,0.9713333333333334
spirals,cross_val,uniform,0.0,43,0.0,0.992
spirals,cross_val,uniform,0.0,43,0.0025,0.992
spirals,cross_val,uniform,0.0,43,0.005,0.9926666666666668
spirals,cross_val,uniform,0.0,43,0.0075,0.9886666666666668
spirals,cross_val,uniform,0.0,43,0.01,0.9926666666666668
spirals,cross_val,uniform,0.0,43,0.0125,0.9893333333333332
spirals,cross_val,uniform,0.0,43,0.015,0.986
spirals,cross_val,uniform,0.0,43,0.0175,0.9853333333333332
spirals,cross_val,uniform,0.0,43,0.02,0.9853333333333332
spirals,cross_val,uniform,0.0,43,0.0225,0.9846666666666668
spirals,cross_val,uniform,0.0,43,0.025,0.9886666666666668
spirals,cross_val,uniform,0.0,43,0.0275,0.9886666666666668
spirals,cross_val,uniform,0.0,43,0.03,0.9866666666666668
spirals,cross_val,uniform,0.0,43,0.0325,0.986
spirals,cross_val,uniform,0.0,43,0.035,0.9866666666666668
spirals,cross_val,uniform,0.0,43,0.0375,0.9833333333333332
spirals,cross_val,uniform,0.0,43,0.04,0.9833333333333332
spirals,cross_val,uniform,0.0,43,0.0425,0.9873333333333332
spirals,cross_val,uniform,0.0,43,0.045,0.9893333333333332
spirals,cross_val,uniform,0.0,43,0.0475,0.9873333333333332
spirals,cross_val,uniform,0.0,43,0.05,0.986
spirals,random,uniform,0.0,43,0.0,0.992
spirals,random,uniform,0.0,43,0.0025,0.99
spirals,random,uniform,0.0,43,0.005,0.9926666666666668
spirals,random,uniform,0.0,43,0.0075,0.9946666666666668
spirals,random,uniform,0.0,43,0.01,0.9913333333333332
spirals,random,uniform,0.0,43,0.0125,0.9973333333333332
spirals,random,uniform,0.0,43,0.015,0.9906666666666668
spirals,random,uniform,0.0,43,0.0175,0.99
spirals,random,uniform,0.0,43,0.02,0.994
spirals,random,uniform,0.0,43,0.0225,0.9933333333333332
spirals,random,uniform,0.0,43,0.025,0.9953333333333332
spirals,random,uniform,0.0,43,0.0275,0.9886666666666668
spirals,random,uniform,0.0,43,0.03,0.9933333333333332
spirals,random,uniform,0.0,43,0.0325,0.992
spirals,random,uniform,0.0,43,0.035,0.9913333333333332
spirals,random,uniform,0.0,43,0.0375,0.9906666666666668
spirals,random,uniform,0.0,43,0.04,0.9953333333333332
spirals,random,uniform,0.0,43,0.0425,0.988
spirals,random,uniform,0.0,43,0.045,0.9913333333333332
spirals,random,uniform,0.0,43,0.0475,0.9926666666666668
spirals,random,uniform,0.0,43,0.05,0.9926666666666668
satelite,aum,uniform,0.0,43,0.0,0.9146853146853148
satelite,aum,uniform,0.0,43,0.0025,0.915928515928516
satelite,aum,uniform,0.0,43,0.005,0.9137529137529138
satelite,aum,uniform,0.0,43,0.0075,0.914996114996115
satelite,aum,uniform,0.0,43,0.01,0.9163947163947164
satelite,aum,uniform,0.0,43,0.0125,0.9182595182595182
satelite,aum,uniform,0.0,43,0.015,0.9173271173271174
satelite,aum,uniform,0.0,43,0.0175,0.916083916083916
satelite,aum,uniform,0.0,43,0.02,0.915928515928516
satelite,aum,uniform,0.0,43,0.0225,0.917948717948718
satelite,aum,uniform,0.0,43,0.025,0.9154623154623156
satelite,aum,uniform,0.0,43,0.0275,0.9174825174825176
satelite,aum,uniform,0.0,43,0.03,0.915928515928516
satelite,aum,uniform,0.0,43,0.0325,0.915928515928516
satelite,aum,uniform,0.0,43,0.035,0.9131313131313132
satelite,aum,uniform,0.0,43,0.0375,0.9151515151515152
satelite,aum,uniform,0.0,43,0.04,0.9135975135975136
satelite,aum,uniform,0.0,43,0.0425,0.9112665112665111
satelite,aum,uniform,0.0,43,0.045,0.9123543123543124
satelite,aum,uniform,0.0,43,0.0475,0.9148407148407148
satelite,aum,uniform,0.0,43,0.05,0.9123543123543124
satelite,cross_val,uniform,0.0,43,0.0,0.9146853146853148
satelite,cross_val,uniform,0.0,43,0.0025,0.9151515151515152
satelite,cross_val,uniform,0.0,43,0.005,0.915928515928516
satelite,cross_val,uniform,0.0,43,0.0075,0.9156177156177157
satelite,cross_val,uniform,0.0,43,0.01,0.9148407148407148
satelite,cross_val,uniform,0.0,43,0.0125,0.9151515151515152
satelite,cross_val,uniform,0.0,43,0.015,0.9151515151515152
satelite,cross_val,uniform,0.0,43,0.0175,0.9151515151515152
satelite,cross_val,uniform,0.0,43,0.02,0.916083916083916
satelite,cross_val,uniform,0.0,43,0.0225,0.9125097125097124
satelite,cross_val,uniform,0.0,43,0.025,0.9142191142191142
satelite,cross_val,uniform,0.0,43,0.0275,0.9151515151515152
satelite,cross_val,uniform,0.0,43,0.03,0.9154623154623156
satelite,cross_val,uniform,0.0,43,0.0325,0.9126651126651126
satelite,cross_val,uniform,0.0,43,0.035,0.9111111111111112
satelite,cross_val,uniform,0.0,43,0.0375,0.9173271173271174
satelite,cross_val,uniform,0.0,43,0.04,0.9137529137529138
satelite,cross_val,uniform,0.0,43,0.0425,0.9137529137529138
satelite,cross_val,uniform,0.0,43,0.045,0.9142191142191142
satelite,cross_val,uniform,0.0,43,0.0475,0.912043512043512
satelite,cross_val,uniform,0.0,43,0.05,0.912975912975913
satelite,random,uniform,0.0,43,0.0,0.9146853146853148
satelite,random,uniform,0.0,43,0.0025,0.9142191142191142
satelite,random,uniform,0.0,43,0.005,0.9132867132867132
satelite,random,uniform,0.0,43,0.0075,0.9167055167055168
satelite,random,uniform,0.0,43,0.01,0.9156177156177157
satelite,random,uniform,0.0,43,0.0125,0.9154623154623156
satelite,random,uniform,0.0,43,0.015,0.915928515928516
satelite,random,uniform,0.0,43,0.0175,0.9132867132867132
satelite,random,uniform,0.0,43,0.02,0.9128205128205128
satelite,random,uniform,0.0,43,0.0225,0.9163947163947164
satelite,random,uniform,0.0,43,0.025,0.913908313908314
satelite,random,uniform,0.0,43,0.0275,0.912043512043512
satelite,random,uniform,0.0,43,0.03,0.911888111888112
satelite,random,uniform,0.0,43,0.0325,0.9142191142191142
satelite,random,uniform,0.0,43,0.035,0.9145299145299144
satelite,random,uniform,0.0,43,0.0375,0.9132867132867132
satelite,random,uniform,0.0,43,0.04,0.9126651126651126
satelite,random,uniform,0.0,43,0.0425,0.9137529137529138
satelite,random,uniform,0.0,43,0.045,0.9121989121989122
satelite,random,uniform,0.0,43,0.0475,0.9134421134421136
satelite,random,uniform,0.0,43,0.05,0.9134421134421136
digits,aum,uniform,0.0,44,0.0,0.9621591541457986
digits,aum,uniform,0.0,44,0.0025,0.9565943238731218
digits,aum,uniform,0.0,44,0.005,0.9649415692821368
digits,aum,uniform,0.0,44,0.0075,0.9610461880912632
digits,aum,uniform,0.0,44,0.01,0.9610461880912632
digits,aum,uniform,0.0,44,0.0125,0.959933222036728
digits,aum,uniform,0.0,44,0.015,0.9616026711185308
digits,aum,uniform,0.0,44,0.0175,0.9616026711185308
digits,aum,uniform,0.0,44,0.02,0.9610461880912632
digits,aum,uniform,0.0,44,0.0225,0.9560378408458542
digits,aum,uniform,0.0,44,0.025,0.9571508069003896
digits,aum,uniform,0.0,44,0.0275,0.9554813578185866
digits,aum,uniform,0.0,44,0.03,0.9571508069003896
digits,aum,uniform,0.0,44,0.0325,0.9521424596549806
digits,aum,uniform,0.0,44,0.035,0.9560378408458542
digits,aum,uniform,0.0,44,0.0375,0.9582637729549248
digits,aum,uniform,0.0,44,0.04,0.959933222036728
digits,aum,uniform,0.0,44,0.0425,0.9543683917640512
digits,aum,uniform,0.0,44,0.045,0.9515859766277128
digits,aum,uniform,0.0,44,0.0475,0.9515859766277128
digits,aum,uniform,0.0,44,0.05,0.9526989426822482
digits,cross_val,uniform,0.0,44,0.0,0.9621591541457986
digits,cross_val,uniform,0.0,44,0.0025,0.9593767390094602
digits,cross_val,uniform,0.0,44,0.005,0.9610461880912632
digits,cross_val,uniform,0.0,44,0.0075,0.9638286032276016
digits,cross_val,uniform,0.0,44,0.01,0.959933222036728
digits,cross_val,uniform,0.0,44,0.0125,0.959933222036728
digits,cross_val,uniform,0.0,44,0.015,0.959933222036728
digits,cross_val,uniform,0.0,44,0.0175,0.9526989426822482
digits,cross_val,uniform,0.0,44,0.02,0.9549248747913188
digits,cross_val,uniform,0.0,44,0.0225,0.9582637729549248
digits,cross_val,uniform,0.0,44,0.025,0.9549248747913188
digits,cross_val,uniform,0.0,44,0.0275,0.9577072899276572
digits,cross_val,uniform,0.0,44,0.03,0.9515859766277128
digits,cross_val,uniform,0.0,44,0.0325,0.9538119087367836
digits,cross_val,uniform,0.0,44,0.035,0.9577072899276572
digits,cross_val,uniform,0.0,44,0.0375,0.9515859766277128
digits,cross_val,uniform,0.0,44,0.04,0.9543683917640512
digits,cross_val,uniform,0.0,44,0.0425,0.9538119087367836
digits,cross_val,uniform,0.0,44,0.045,0.9488035614913743
digits,cross_val,uniform,0.0,44,0.0475,0.9493600445186422
digits,cross_val,uniform,0.0,44,0.05,0.9488035614913743
digits,random,uniform,0.0,44,0.0,0.9621591541457986
digits,random,uniform,0.0,44,0.0025,0.9604897050639956
digits,random,uniform,0.0,44,0.005,0.9643850862548692
digits,random,uniform,0.0,44,0.0075,0.9627156371730662
digits,random,uniform,0.0,44,0.01,0.9660545353366722
digits,random,uniform,0.0,44,0.0125,0.96661101836394
digits,random,uniform,0.0,44,0.015,0.9660545353366722
digits,random,uniform,0.0,44,0.0175,0.9677239844184752
digits,random,uniform,0.0,44,0.02,0.96661101836394
digits,random,uniform,0.0,44,0.0225,0.9554813578185866
digits,random,uniform,0.0,44,0.025,0.9593767390094602
digits,random,uniform,0.0,44,0.0275,0.9616026711185308
digits,random,uniform,0.0,44,0.03,0.9554813578185866
digits,random,uniform,0.0,44,0.0325,0.959933222036728
digits,random,uniform,0.0,44,0.035,0.9593767390094602
digits,random,uniform,0.0,44,0.0375,0.9649415692821368
digits,random,uniform,0.0,44,0.04,0.9604897050639956
digits,random,uniform,0.0,44,0.0425,0.9621591541457986
digits,random,uniform,0.0,44,0.045,0.9610461880912632
digits,random,uniform,0.0,44,0.0475,0.9588202559821926
digits,random,uniform,0.0,44,0.05,0.9627156371730662
spirals,aum,uniform,0.0,44,0.0,0.9946666666666668
spirals,aum,uniform,0.0,44,0.0025,0.9946666666666668
spirals,aum,uniform,0.0,44,0.005,0.9866666666666668
spirals,aum,uniform,0.0,44,0.0075,0.9893333333333332
spirals,aum,uniform,0.0,44,0.01,0.9853333333333332
spirals,aum,uniform,0.0,44,0.0125,0.9866666666666668
spirals,aum,uniform,0.0,44,0.015,0.9873333333333332
spirals,aum,uniform,0.0,44,0.0175,0.9866666666666668
spirals,aum,uniform,0.0,44,0.02,0.986
spirals,aum,uniform,0.0,44,0.0225,0.9853333333333332
spirals,aum,uniform,0.0,44,0.025,0.9793333333333332
spirals,aum,uniform,0.0,44,0.0275,0.9786666666666668
spirals,aum,uniform,0.0,44,0.03,0.978
spirals,aum,uniform,0.0,44,0.0325,0.97
spirals,aum,uniform,0.0,44,0.035,0.9713333333333334
spirals,aum,uniform,0.0,44,0.0375,0.9706666666666668
spirals,aum,uniform,0.0,44,0.04,0.9706666666666668
spirals,aum,uniform,0.0,44,0.0425,0.972
spirals,aum,uniform,0.0,44,0.045,0.9586666666666668
spirals,aum,uniform,0.0,44,0.0475,0.9593333333333334
spirals,aum,uniform,0.0,44,0.05,0.962
spirals,cross_val,uniform,0.0,44,0.0,0.9946666666666668
spirals,cross_val,uniform,0.0,44,0.0025,0.9946666666666668
spirals,cross_val,uniform,0.0,44,0.005,0.9926666666666668
spirals,cross_val,uniform,0.0,44,0.0075,0.9893333333333332
